220,220,220,Sophie's Choice,Drama,1982,Alan J. Pakula,William Styron,150,Incorporated Television Company (ITC)
221,221,221,Gandhi,Biography,1982,Richard Attenborough,John Briley,191,International Film Investors
222,222,222,Tootsie,Comedy,1982,Sydney Pollack,Don McGuire,116,Columbia Pictures
223,223,223,Tron,Action,1982,Steven Lisberger,Steven Lisberger,96,Walt Disney Productions
224,224,224,The Secret of NIMH,Animation,1982,Don Bluth,Robert C. O'Brien,82,Aurora
225,225,225,The King of Comedy,Comedy,1982,Martin Scorsese,Paul D. Zimmerman,109,Embassy International Pictures
226,226,226,Rocky III,Drama,1982,Sylvester Stallone,Sylvester Stallone,99,Chartoff-Winkler Productions
227,227,227,The Beastmaster,Action,1982,Don Coscarelli,Don Coscarelli,118,Leisure Investment Company
228,228,228,Creepshow,Comedy,1982,George A. Romero,Stephen King,120,United Film Distribution Company (UFDC)
229,229,229,The Man from Snowy River,Adventure,1982,George Miller,A.B. 'Banjo' Paterson,102,Cambridge Productions
230,230,230,Pink Floyd: The Wall,Drama,1982,Alan Parker,Roger Waters,95,Goldcrest Films International
231,231,231,Cat People,Fantasy,1982,Paul Schrader,DeWitt Bodeen,118,RKO Pictures
232,232,232,Fanny and Alexander,Drama,1982,Ingmar Bergman,Ingmar Bergman,188,Cinematograph AB
233,233,233,Friday the 13th Part III,Horror,1982,Steve Miner,Martin Kitrosser,95,Paramount Pictures
234,234,234,Firefox,Action,1982,Clint Eastwood,Alex Lasker,136,Major Studio Partners
235,235,235,Halloween III: Season of the Witch,Horror,1982,Tommy Lee Wallace,Tommy Lee Wallace,98,Dino De Laurentiis Company
236,236,236,The Dark Crystal,Adventure,1982,Jim Henson,David Odell,93,Incorporated Television Company (ITC)
237,237,237,The Verdict,Drama,1982,Sidney Lumet,Barry Reed,129,Twentieth Century Fox
238,238,238,Pieces,Horror,1982,Juan Piquer Simón,Dick Randall,85,Almena Films
239,239,239,Zapped!,Comedy,1982,Robert J. Rosenthal,Bruce Rubin,98,Embassy Pictures
240,240,240,Six Pack,Comedy,1982,Daniel Petrie,Mike Marvin,108,Twentieth Century Fox
241,241,241,The World According to Garp,Comedy,1982,George Roy Hill,John Irving,136,Pan Arts
242,242,242,Diner,Comedy,1982,Barry Levinson,Barry Levinson,110,Metro-Goldwyn-Mayer (MGM)
243,243,243,The Best Little Whorehouse in Texas,Comedy,1982,Colin Higgins,Larry L. King,114,Universal Pictures
244,244,244,The Year of Living Dangerously,Drama,1982,Peter Weir,David Williamson,115,Metro-Goldwyn-Mayer (MGM)
245,245,245,Night Shift,Comedy,1982,Ron Howard,Lowell Ganz,106,Major Studio Partners
246,246,246,Summer Lovers,Comedy,1982,Randal Kleiser,Randal Kleiser,98,Filmways Pictures
247,247,247,Victor Victoria,Comedy,1982,Blake Edwards,Blake Edwards,134,Metro-Goldwyn-Mayer (MGM)
248,248,248,The Last Unicorn,Animation,1982,Jules Bass,Peter S. Beagle,92,Rankin/Bass Productions
249,249,249,The Entity,Drama,1982,Sidney J. Furie,Frank De Felitta,125,American Cinema Productions
250,250,250,Airplane II: the Sequel,Comedy,1982,Ken Finkleman,Ken Finkleman,85,Paramount Pictures
251,251,251,The Toy,Comedy,1982,Richard Donner,Francis Veber,102,Columbia Pictures
252,252,252,The House on Sorority Row,Horror,1982,Mark Rosman,Mark Rosman,91,VAE Productions
253,253,253,Evil Under the Sun,Crime,1982,Guy Hamilton,Anthony Shaffer,117,EMI Films
254,254,254,The Sword and the Sorcerer,Action,1982,Albert Pyun,Tom Karnowski,99,Sorcerer Productions
255,255,255,Death Wish II,Action,1982,Michael Winner,David Engelbach,89,Golan-Globus Productions
256,256,256,Silent Rage,Action,1982,Michael Miller,Joseph Fraley,103,Columbia Pictures
257,257,257,Megaforce,Action,1982,Hal Needham,Bob Kachler,99,Golden Harvest Company
258,258,258,Personal Best,Drama,1982,Robert Towne,Robert Towne,128,The Geffen Company
259,259,259,Dead Men Don't Wear Plaid,Comedy,1982,Carl Reiner,Carl Reiner,88,Aspen Film Society
260,260,260,Amityville II: The Possession,Horror,1982,Damiano Damiani,Tommy Lee Wallace,104,Dino De Laurentiis Company
261,261,261,Missing,Biography,1982,Costa-Gavras,Costa-Gavras,122,PolyGram Filmed Entertainment
262,262,262,Frances,Biography,1982,Graeme Clifford,Eric Bergren,140,Brooksfilms
263,263,263,The Seduction,Thriller,1982,David Schmoeller,David Schmoeller,104,The Romantic Venture
264,264,264,Cannery Row,Comedy,1982,David S. Ward,John Steinbeck,120,Chai Productions
265,265,265,Deathtrap,Comedy,1982,Sidney Lumet,Ira Levin,116,Warner Bros.
266,266,266,Tex,Drama,1982,Tim Hunter,S.E. Hinton,103,Walt Disney Productions
267,267,267,Time Walker,Horror,1982,Tom Kennedy,Jason Williams,83,Byzantine Productions
268,268,268,"I, the Jury",Crime,1982,Richard T. Heffron,Mickey Spillane,111,American Cinema Productions
269,269,269,Tempest,Comedy,1982,Paul Mazursky,Paul Mazursky,140,Columbia Pictures
270,270,270,Young Doctors in Love,Comedy,1982,Garry Marshall,Michael Elias,96,ABC Motion Pictures
271,271,271,My Favorite Year,Comedy,1982,Richard Benjamin,Norman Steinberg,92,Metro-Goldwyn-Mayer (MGM)
272,272,272,Still of the Night,Crime,1982,Robert Benton,Robert Benton,93,United Artists
273,273,273,Parasite,Horror,1982,Charles Band,Alan J. Adler,85,Embassy Pictures
274,274,274,Making Love,Drama,1982,Arthur Hiller,Barry Sandler,113,IndieProd Company Productions
275,275,275,Honkytonk Man,Comedy,1982,Clint Eastwood,Clancy Carlile,122,The Malpaso Company
276,276,276,The Beast Within,Horror,1982,Philippe Mora,Tom Holland,98,Katzka
277,277,277,"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",Comedy,1982,Robert Altman,Ed Graczyk,109,Sandcastle 5 Productions
278,278,278,The Final Option,Action,1982,Ian Sharp,George Markstein,125,Richmond Light Horse Productions
